pet54,coq1
pet54,cox11
pet54,gep5
pet54,aim10
pet54,coa1
pet54,coa2
pet54,coa3
pet54,coq4
pet54,cox12
pet54,cox15
pet54,cox16
pet54,cox17
pet54,cyc3
pet54,mss2
pet54,rip1
pet54,sco1
cox15,coq1
cox15,cox11
cox15,gep5
cox15,rip1
cox15,aim10
cox15,coa2
cox15,coa3
cox15,cox12
cox15,coa1
cox15,coq4
cox15,cox16
cox15,cox17
cox15,cyc3
cox15,mss2
cox15,sco1
sfc1,sit1
sfc1,sbh2
ftr1,fet3
ftr1,sit1
gep5,coq1
gep5,cox11
gep5,aim10
gep5,coa2
gep5,coa3
gep5,coq4
gep5,cox12
gep5,cox16
gep5,cox17
gep5,cyc3
gep5,rip1
gep5,sco1
coa1,coq1
coa1,cox11
coa1,rip1
coa1,coa2
coa1,coa3
coa1,cox12
coa1,cox16
coa1,cox17
coa1,cyc3
coa1,mss2
coa1,sco1
coa1,coq4
coa1,cox14
coa2,coq1
coa2,cox11
coa2,rip1
coa2,aim10
coa2,coa3
coa2,coq4
coa2,cox12
coa2,cox14
coa2,cox16
coa2,cox17
coa2,cyc3
coa2,mss2
coa2,sco1
mss2,coq1
mss2,cox11
mss2,rip1
mss2,aim10
mss2,coa3
mss2,cox12
mss2,cox16
mss2,cox17
mss2,cyc3
mss2,coq4
mss2,cox14
mss2,sco1
cox11,coq1
cox11,aim10
cox11,coa3
cox11,coq4
cox11,cox12
cox11,cox16
cox11,cox17
cox11,cyc3
cox11,rip1
cox11,sco1
cox14,rip1
cox14,coa3
cox14,cox12
cox14,cox16
cox14,cox17
cox14,cyc3
cox14,sco1
cox14,mto1
ymr057c,fet3
sbh2,mto1
cyc3,coq1
cyc3,rip1
cyc3,aim10
cyc3,coa3
cyc3,cox12
cyc3,cox16
cyc3,cox17
cyc3,coq4
cyc3,sco1
rip1,coq1
rip1,aim10
rip1,coa3
rip1,coq4
rip1,cox12
rip1,cox16
rip1,cox17
rip1,sco1
coa3,coq1
coa3,aim10
coa3,coq4
coa3,cox12
coa3,cox16
coa3,cox17
coa3,sco1
coq1,aim10
coq1,coq4
coq1,cox12
coq1,cox16
coq1,cox17
coq1,sco1
cox17,aim10
cox17,cox12
cox17,cox16
cox17,coq4
cox17,sco1
cox12,aim10
cox12,coq4
cox12,cox16
cox12,sco1
aft1,fet3
coq4,aim10
coq4,cox16
coq4,sco1
cox16,aim10
cox16,sco1
aim10,sco1
