orf_name,deg,eff,sens,trans,eigenvec_centr,closeness_centr,smallest_eigenvec,neighbor_degree,gene1,Systematic gene name
myo2-14,13,0.6225235240980352,1.9963960372508487,0.5,0.00037463169388315357,0.21597065933149953,-0.0004962514842455114,25.846153846153847,myo2-14,YOR326W
tpm1-supp1a,7,0.18958200459254815,2.0858408940289164,0.8095238095238095,0.0002687132788536072,0.21037674569665477,-0.00047376889454043446,32.42857142857143,tpm1-supp1a,YNL079C
ecm8,5,0.13224310715319498,0.6765315197434266,0.2,4.634400944189432e-05,0.22404773228414546,-0.0005543843948638172,23.0,ecm8,YBR076W
lsm12,8,0.40504251835042526,0.45482742146878935,0.10714285714285714,0.0005707482830184925,0.23357072027404668,-0.0005121029417563823,23.75,lsm12,YHR121W
nha1,1,0.00844529066486717,1.5630654088629083,0.0,3.284576199606867e-07,0.19413329337279436,-0.0005874573506309496,26.0,nha1,YLR138W
she3,7,0.3312412070993655,0.7241837342498536,0.19047619047619047,4.63557177930301e-06,0.2218226959462352,-0.0005329991925711551,24.428571428571427,she3,YBR130C
ybr196c-a,13,0.4790627369528885,0.43310021420681494,0.16666666666666666,0.0001024426879553056,0.23902214022140222,-0.0005021130011563299,18.76923076923077,ybr196c-a,YBR196C-A
ynl058c,7,0.30647048533810695,0.6441615053947847,0.14285714285714285,3.919423435984344e-06,0.22028566570311173,-0.0005339438861027353,22.0,ynl058c,YNL058C
ypl014w,2,0.04916687809726822,1.1710620379650463,0.0,4.6232572728389066e-07,0.19881066564358335,-0.0005600846240894509,22.0,ypl014w,YPL014W
boi1,1,0.007355386251238061,2.074475027750817,0.0,3.133256253946644e-05,0.1957835877285779,-0.0005796799874002374,30.0,boi1,YBL085W
erp1,18,0.7738625289101347,3.151208399330096,0.7581699346405228,0.02837404217783922,0.22786034649547093,-0.0005265473973341474,74.05555555555556,erp1,YAR002C-A
